text,label,source,subject,license,title
"Maintenance of proteostasis is paramount for neuronal health, and its disruption is central to neurodegenerative diseases. We explored the role of chaperone-mediated autophagy (CMA) in the clearance of alpha-synuclein (α-syn) aggregates, a hallmark of Parkinson's disease (PD). Our data demonstrate a specific defect in CMA activity in induced pluripotent stem cell (iPSC)-derived dopaminergic neurons from sporadic PD patients and in α-syn overexpressing cell models. This impairment is not due to reduced expression of lysosomal receptors like LAMP2A, but rather to a compromised lysosomal membrane integrity and reduced proteolytic capacity, leading to inefficient translocation and degradation of CMA substrates. Crucially, pharmacological restoration of lysosomal acidification or enhancement of CMA flux significantly mitigates α-syn accumulation and associated neurotoxicity. These findings highlight selective lysosomal dysfunction as a critical contributing factor to α-syn pathogenesis via CMA impairment, positioning lysosomal modulators as promising therapeutic avenues for PD.",1,models/gemini-2.5-flash,Biyoloji,Generated,Selective Impairment of Chaperone-Mediated Autophagy via Lysosomal Dysfunction Contributes to Alpha-Synuclein Pathogenesis in Parkinson's Disease Models
"The Wnt signaling pathway, particularly its non-canonical planar cell polarity (PCP) branch, is increasingly recognized for its role in cancer progression independent of β-catenin. We investigated the contribution of Wnt/PCP signaling to epithelial-mesenchymal transition (EMT), a critical driver of breast cancer metastasis. Our studies reveal that activation of Wnt/PCP, specifically through ROR1/ROR2 receptor engagement, orchestrates a robust EMT program characterized by E-cadherin repression and vimentin upregulation. Mechanistically, this occurs via a Dishevelled-dependent activation of the small GTPase RhoA, leading to profound actin cytoskeletal rearrangements and increased cellular invasiveness. Furthermore, RhoA activation synergizes with transcription factor AP-1 to remodel the epigenome at EMT-related gene loci, driving transcriptional reprogramming. Inhibition of Wnt/PCP components or RhoA significantly attenuates metastatic potential in vivo. This work defines a non-canonical Wnt/PCP-RhoA axis as a crucial regulator of EMT, offering novel therapeutic targets for metastatic breast cancer.",1,models/gemini-2.5-flash,Biyoloji,Generated,Non-Canonical Wnt/PCP Signaling Regulates Epithelial-Mesenchymal Transition through RhoA-Mediated Cytoskeletal Remodeling and Transcriptional Reprogramming in Breast Cancer Metastasis
"Prime editing (PE) offers unparalleled versatility for precise, targeted genomic modifications without double-strand breaks. However, its efficiency and fidelity remain areas for optimization. We report a significant advance in PE technology through the rational engineering of the Cas9-reverse transcriptase (RT) fusion protein and targeted modulation of endogenous DNA repair pathways. By introducing specific mutations within the PE2 reverse transcriptase domain, we enhanced its processivity and template-dependent polymerization fidelity, minimizing off-target insertions and deletions. Concurrently, transient suppression of specific mismatch repair (MMR) components significantly increased prime editing efficiency at diverse genomic loci by skewing repair outcomes towards the desired edited strand. This integrated approach achieves unprecedented editing efficiency and precision, expanding the therapeutic applicability of prime editing for correcting a wide spectrum of pathogenic mutations. Our optimized PE system represents a powerful tool for next-generation gene therapy and fundamental genomic research.",1,models/gemini-2.5-flash,Biyoloji,Generated,High-Fidelity Prime Editing Achieved through Engineered Reverse Transcriptase and DNA Repair Pathway Modulation for Precise Genomic Interventions
"The precise spatiotemporal regulation of chromatin architecture is paramount for pluripotent stem cell maintenance and lineage commitment. Here, we delineate the context-dependent mechanisms by which the histone H3K27me3 demethylase KDM6B orchestrates transcriptional programs during neural differentiation. Employing integrated ChIP-seq, ATAC-seq, and single-cell RNA-seq, we reveal that KDM6B exhibits dynamic nuclear localization and differential interactome profiles, influencing distinct sets of developmental regulatory genes. Our data demonstrate that KDM6B not only actively removes repressive H3K27me3 marks at bivalent promoters but also cooperates with pioneer transcription factors to establish de novo enhancers, thereby facilitating chromatin accessibility and driving the expression of neurogenic determinants. Pharmacological inhibition of KDM6B abrogates neurogenesis and perturbs neuronal network formation, underscoring its critical role in resolving developmental plasticity. These findings provide a high-resolution understanding of KDM6B's versatile epigenetic regulatory functions beyond simple demethylation.",1,models/gemini-2.5-flash,Biyoloji,Generated,Deciphering the Epigenetic Code: A Multi-Omic Analysis of Histone H3K27me3 Demethylase KDM6B's Context-Dependent Chromatin Remodeling in Stem Cell Differentiation
"Circular RNAs (circRNAs) are emerging as critical post-transcriptional regulators, yet their precise mechanisms in cardiovascular pathologies remain largely uncharacterized. This study elucidates a novel role for circMYO in the pathogenesis of myocardial hypertrophy. We demonstrate that circMYO acts as a molecular sponge for the RNA-binding protein (RBP) HuR, preventing its association with target mRNA 3'-UTRs, specifically those encoding contractile proteins and calcium handling enzymes. Through high-throughput RNA immunoprecipitation sequencing (RIP-seq) and CRISPR/Cas9-mediated deletion of circMYO in cardiomyocytes, we observed significant alterations in mRNA stability and translation efficiency of HuR targets. Functional assays revealed that circMYO depletion exacerbates hypertrophic responses, characterized by increased cell size, ANP/BNP expression, and impaired sarcoplasmic reticulum Ca2+ ATPase activity. This work uncovers a sophisticated circRNA-RBP axis dictating cardiac protein synthesis and stability, providing potential therapeutic targets for heart disease.",1,models/gemini-2.5-flash,Biyoloji,Generated,CircRNA-Mediated Sequestration of RBP-RNA Complexes Governs Post-Transcriptional Gene Expression in Myocardial Hypertrophy
"G-quadruplex (G4) DNA structures are pervasive in oncogene promoters and telomeres, representing promising therapeutic targets. However, the precise mechanisms by which G4-resolving helicases and ligases maintain genome integrity and influence transcriptional activity remain underexplored. This study employs single-molecule fluorescence resonance energy transfer (smFRET) and advanced cryo-electron microscopy to dissect the conformational landscape of LIG1, a key DNA ligase implicated in G4 metabolism. We reveal that LIG1 undergoes a series of dynamic structural transitions upon G4 recognition, exhibiting distinct intermediate states critical for strand ligation fidelity. Pharmacological modulation of these allosteric sites with novel small-molecule inhibitors selectively alters LIG1's G4-resolving activity, leading to persistent DNA damage and enhanced apoptosis in cancer cells but not in healthy counterparts. Our findings establish a structural basis for LIG1's G4-processing functions and provide a blueprint for developing highly specific G4-targeting therapeutics.",1,models/gemini-2.5-flash,Biyoloji,Generated,Unraveling the Conformational Dynamics of G-Quadruplex DNA Ligases: Implications for Selective Inhibition and Therapeutic Development
"Cellular mechanotransduction, the conversion of mechanical stimuli into biochemical signals, fundamentally governs cell fate and tissue homeostasis. While the role of the cytoskeleton in force transmission is established, the nuclear response to mechanical cues, particularly through the nuclear envelope (NE), remains elusive. Here, we demonstrate that Filamin-A (FLNA), an actin-binding protein, directly interacts with Lamin A/C within the nucleoskeleton, mediating mechanical force transmission from the actin cortex to the chromatin. Live-cell imaging and super-resolution microscopy reveal FLNA's dynamic recruitment to areas of high nuclear strain, initiating localized NE invaginations and subsequent alterations in chromatin compaction. Loss of FLNA perturbs nuclear mechanics, impairs transcriptional responses to substrate stiffness, and abrogates stem cell differentiation under mechanical stress. This study uncovers a novel FLNA-Lamin axis that directly couples cytoskeletal forces to nuclear architecture and gene expression, providing crucial insights into mechanoregulation.",1,models/gemini-2.5-flash,Biyoloji,Generated,Spatiotemporal Regulation of Mechanotransduction by Filamin-A in Nuclear Envelope Remodeling and Chromatin Organization
"Mitochondrial networks constantly undergo fission and fusion events, crucial for maintaining organelle quality and cellular energetic homeostasis. However, the precise signaling pathways that coordinate these dynamics with metabolic demands, independent of bioenergetic output, are incompletely understood. This study identifies a novel phosphorylation site on Mitofusin 2 (MFN2) – Ser277 – that regulates mitochondrial fusion kinetics independent of its GTPase activity. Using phosphomimetic and phosphodeficient MFN2 mutants, we demonstrate that phosphorylation at Ser277 is induced by glucose deprivation and promotes hyperfusion, which selectively enhances mitochondrial contact sites with the ER without altering ATP synthesis or oxygen consumption rates. This altered morphology facilitates lipid transfer and promotes anabolic substrate utilization, crucial for cell survival under nutrient stress. Our findings reveal a nuanced regulatory mechanism for MFN2, highlighting how targeted post-translational modifications can fine-tune mitochondrial architecture to support distinct metabolic reprogramming strategies beyond bulk energy production.",1,models/gemini-2.5-flash,Biyoloji,Generated,Uncoupling Mitochondrial Fission-Fusion Dynamics from Bioenergetic Output in Metabolic Reprogramming via MFN2 Phosphorylation
"Adenine base editors (ABEs) and cytosine base editors (CBEs) offer promising avenues for correcting pathogenic point mutations, yet off-target RNA deamination remains a critical limitation. Here, we engineer a novel class of CBEs by fusing catalytically impaired Cas9 to engineered human APOBEC3A (A3A) variants with enhanced DNA-specificity and attenuated RNA-binding affinity. Through comprehensive transcriptomic and genomic profiling, we demonstrate that our optimized Cas9-A3A fusion significantly reduces bystander RNA editing events while maintaining high on-target DNA editing efficiency across a diverse range of genomic loci. Furthermore, we illustrate its utility in correcting disease-relevant mutations, such as those implicated in cystic fibrosis and sickle cell anemia, in patient-derived induced pluripotent stem cells. This advanced base editing platform mitigates a major safety concern, broadening the therapeutic applicability of precision genome editing for genetic disorders by offering unprecedented specificity and reduced collateral damage.",1,models/gemini-2.5-flash,Biyoloji,Generated,Precision Base Editing with Engineered Cas9-APOBEC3A Fusions Minimizes Off-Target RNA Deamination and Expands Therapeutic Scope
"The tumor microenvironment (TME) is a complex ecosystem where cellular heterogeneity and intricate intercellular communication drive cancer progression and therapeutic resistance. Traditional bulk sequencing methods obscure critical spatial relationships and cell-state transitions. Here, we employ an integrated spatial transcriptomics and spatial proteomics platform to map the cellular landscape of human triple-negative breast cancer (TNBC) at subcellular resolution. Our analysis identifies novel immune cell subsets, including exhausted T cells and myeloid-derived suppressor cells, exhibiting distinct spatial localization patterns and activation states within the TME. We delineate specific ligand-receptor interactions mediating immunosuppressive crosstalk between these spatially defined immune populations and cancer cells. This high-resolution spatial multi-omics approach provides an unprecedented understanding of the dynamic interplay governing immune evasion and offers a powerful framework for identifying novel biomarkers and therapeutic targets for personalized immuno-oncology.",1,models/gemini-2.5-flash,Biyoloji,Generated,Dissecting Immune Cell Heterogeneity and Intercellular Communication in Tumor Microenvironments via Spatial Multi-Omics
"Liquid-liquid phase separation (LLPS) drives the formation of membrane-less organelles, critical for cellular organization and biochemical regulation. Dysregulation of LLPS, particularly involving RNA-binding proteins (RBPs) like FUS, is implicated in neurodegenerative diseases. We investigate the molecular mechanisms underlying the control of FUS phase separation. Using a combination of NMR spectroscopy, single-molecule fluorescence, and advanced microscopy, we reveal that arginine methylation by PRMT1 directly impacts the conformational ensemble of FUS, allosterically modulating its intrinsic disordered regions. Specific methylation sites reduce FUS's multivalent interactions, decreasing its propensity for phase separation and altering the material properties of formed condensates. Conversely, hypo-methylated FUS exhibits increased droplet formation and reduced turnover kinetics, leading to pathological aggregation. These findings elucidate a critical post-translational switch governing FUS's phase behavior, providing insights into both physiological condensate dynamics and disease pathogenesis.",1,models/gemini-2.5-flash,Biyoloji,Generated,RNA-Binding Protein FUS Undergoes Allosteric Regulation of Phase Separation by Post-Translational Arginine Methylation
"The dynamic interplay between the endoplasmic reticulum (ER) and mitochondria at membrane contact sites (MCSs) is fundamental for cellular lipid homeostasis, calcium signaling, and apoptosis. While several proteins localize to these mitochondria-associated ER membranes (MAMs), the precise molecular machinery governing their tethering and regulatory functions remains elusive. Here, we identify a novel interaction motif between the ER-resident SNARE protein VAMP2 and the mitochondrial outer membrane-anchored Rab3 protein family, crucial for establishing and maintaining ER-mitochondria contact sites. Disruption of this VAMP2-Rab3 axis through CRISPR/Cas9-mediated deletion or peptide inhibition significantly impairs phosphatidylserine synthesis and transfer to mitochondria, leading to altered mitochondrial morphology and compromised respiratory function. These findings unveil a previously uncharacterized SNARE-Rab-mediated tethering complex that precisely orchestrates ER-mitochondria communication, providing critical insights into inter-organelle lipid dynamics and their implications for metabolic diseases.",1,models/gemini-2.5-flash,Biyoloji,Generated,A VAMP2-Rab3 Interaction Motif Orchestrates ER-Mitochondria Contact Sites for Lipid Flux Homeostasis
"Super-enhancers (SEs) are crucial regulatory elements driving high-level expression of oncogenes and cell-identity genes, but their dynamic impact on higher-order chromatin organization and transcriptional kinetics in cancer remains poorly understood. Leveraging Hi-C, ChIP-seq, and live-cell single-molecule RNA FISH, we uncover that aberrant SE activity in glioblastoma stem cells orchestrates extensive reorganization of topologically associated domains (TADs), leading to de novo chromatin loops that connect distal SEs to proto-oncogene promoters. This SE-driven TAD rewiring significantly enhances transcriptional bursting frequency and amplitude of target genes, conferring a robust and sustained proliferative advantage. Pharmacological inhibition of SE-associated bromodomain and extraterminal (BET) proteins abrogates these structural changes, dampening transcriptional bursting and arresting tumor growth. Our study provides a comprehensive multi-scale view of how SEs mechanistically control gene expression through chromatin topology, offering novel therapeutic avenues targeting aberrant transcriptional programs in aggressive cancers.",1,models/gemini-2.5-flash,Biyoloji,Generated,Topologically Associated Domain Reorganization Driven by Super-Enhancer Activity Dictates Transcriptional Bursting in Cancer Progression
"The unparalleled adaptive radiation of Rhagoletis pomonella onto novel host plants provides a compelling system to investigate the genomic basis of sympatric divergence. This study employs a high-resolution, long-read sequencing approach coupled with population genomics to elucidate the role of structural variants (SVs) in facilitating rapid host-plant shifts. We identified numerous fixed and polymorphic inversions, translocations, and copy number variations segregating across nascent host races. Our analyses reveal that these SVs are significantly enriched in regions harboring genes associated with chemosensation, detoxification, and diapause regulation, traits critical for host specialization. Furthermore, several large inversions act as 'supergenes', locking together adaptive allele complexes and suppressing recombination, thereby maintaining reproductive isolation despite ongoing gene flow. These findings underscore the profound, yet often underestimated, contribution of genomic structural variation to the rapid evolution of ecological specialization and the early stages of speciation.",1,models/gemini-2.5-flash,Evrim,Generated,Deconstructing the Genomic Architecture of Rapid Adaptive Divergence in Rhagoletis pomonella via Structural Variation
"The evolution of eusociality presents a quintessential conundrum in evolutionary biology, traditionally explained by inclusive fitness theory. This research explores the underpinnings of cooperative phenotype plasticity and caste differentiation in the ant Formica rufa through the lens of transgenerational epigenetic inheritance. Using whole-genome bisulfite sequencing and ChIP-seq across distinct castes and developmental stages, we characterize dynamic patterns of DNA methylation and histone modifications influencing gene regulatory networks pertinent to division of labor. Our findings reveal that environmental cues experienced by foundress queens can induce heritable epigenetic marks, shaping colony-level phenotypic outcomes. These epigenetic changes act as a molecular 'Baldwin effect', facilitating rapid adaptation to fluctuating resource availability by pre-tuning gene expression profiles for specialized roles. This suggests a multi-level selection framework where environmentally-induced epigenetic plasticity at the individual level translates into enhanced fitness and adaptive potential for the entire superorganismal colony.",1,models/gemini-2.5-flash,Evrim,Generated,Epigenetic Modulators of Cooperative Phenotypes in Social Insect Colonies: A Multi-Level Selection Perspective
"Evolutionary innovation often stems from mechanisms that expose cryptic genetic variation or generate novel phenotypes. This study investigates the interplay between developmental plasticity and canalization in the adaptive radiation of Darwin's finch beaks, focusing on how environmental stressors can disrupt stable developmental trajectories. Utilizing a comprehensive approach integrating ancestral reconstruction of developmental gene networks, quantitative trait locus (QTL) mapping, and CRISPR-Cas9-mediated perturbations in model avian embryos, we identify key regulatory genes (e.g., BMP4, CaM) whose expression levels exhibit heightened sensitivity to nutritional stress. Our results demonstrate that such environmental perturbations can lead to a 'canalization breakdown', unveiling latent genetic variation and producing novel beak morphologies that can subsequently be stabilized by selection. This suggests a powerful mechanism where environmentally induced developmental instability can serve as a potent engine for evolutionary novelty, providing raw material for adaptive diversification in fluctuating environments.",1,models/gemini-2.5-flash,Evrim,Generated,Canalization Breakdown and Phenotypic Novelty: Investigating Developmental Plasticity's Role in Avian Beak Morphogenesis
"The abrupt disappearance of numerous megafauna lineages during the Late Pleistocene remains a critical enigma. This study leverages high-coverage palaeogenomic data from 85 Ursus spelaeus individuals, spanning their geographic range and temporal distribution from 60,000 to 24,000 years ago, to reconstruct the demographic and adaptive dynamics preceding their extinction. Our analyses reveal a profound decline in effective population size (Ne) coincident with pronounced climatic fluctuations of Marine Isotope Stage 3 (MIS3), preceding widespread human expansion. We identify significant genomic signatures of purifying selection on genes related to dietary specialization and hibernation physiology, suggesting maladaptation to environmental shifts. Furthermore, evidence for limited introgression with Ursus arctos (brown bear) indicates a lack of compensatory genetic rescue. These findings underscore a complex interplay of intrinsic demographic vulnerability, habitat fragmentation driven by climate change, and potential competitive exclusion, collectively precipitating the cave bear's demise well before direct anthropogenic pressure dominated.",1,models/gemini-2.5-flash,Evrim,Generated,Palaeogenomic Insights into the Late Pleistocene Extinction Dynamics of Eurasian Cave Bears (Ursus spelaeus)
"Host-parasite interactions are powerful drivers of rapid reciprocal evolution, exemplified by the Daphnia-Pasteuria pathosystem. We conducted a high-resolution, time-series genomic analysis of Daphnia magna populations undergoing selection by its obligate bacterial parasite Pasteuria ramosa. Utilizing pool-seq data from multiple experimental evolution lines, we identified numerous genomic regions exhibiting rapid allele frequency shifts indicative of selective sweeps. Key loci within the Daphnia immune response pathway (e.g., Toll-like receptors, prophenoloxidase cascade) show recurrent patterns of positive selection, coupled with parallel evolution in Pasteuria virulence genes, confirming Red Queen dynamics. Furthermore, we discovered significant population-specific linkage disequilibrium between host resistance genes and unlinked loci involved in life-history trade-offs, suggesting complex pleiotropic constraints on resistance evolution. These findings illuminate the fine-scale genomic architecture of antagonistic coevolution, demonstrating how host-parasite arms races sculpt both immune system diversity and broader adaptive landscapes.",1,models/gemini-2.5-flash,Evrim,Generated,Genomic Signatures of Antagonistic Coevolution and Immune Evasion in the Daphnia-Pasteuria Pathosystem
"Sympatric speciation, occurring without geographic barriers, necessitates strong divergent selection and mechanisms for reproductive isolation despite gene flow. This theoretical and empirical study investigates the role of pleiotropic ecological loci in facilitating this process. Using a multi-locus population genetic model incorporating varying selection strengths and recombination rates, we demonstrate that genes affecting both ecological performance (e.g., resource utilization) and assortative mating preferences can act as 'speciation genes', rapidly generating strong linkage disequilibrium between ecological divergence and pre-zygotic isolation. Empirical validation in a rapidly diverging cichlid fish species flock reveals genomic islands of divergence enriched for genes with known pleiotropic effects on diet specialization and mate choice. Our findings suggest that the genetic architecture underlying complex traits, particularly pleiotropy, significantly lowers the barrier to sympatric divergence, accelerating the formation of reproductive isolation in ecologically diverse environments.",1,models/gemini-2.5-flash,Evrim,Generated,The Role of Pleiotropic Ecological Loci in Initiating Sympatric Speciation Under Contrasting Selection Regimes
"While genetic mutations are the canonical source of heritable variation, non-DNA sequence-based mechanisms like epigenetic inheritance are increasingly recognized for their evolutionary potential. This study explores the transgenerational inheritance of drought stress responses in Arabidopsis thaliana across five successive generations using a controlled experimental evolution framework. We quantified genome-wide DNA methylation patterns (specifically CG, CHG, and CHH contexts) and small RNA profiles in progeny from stressed and unstressed ancestral lines. Our results demonstrate that stress-induced changes in CHH methylation and associated siRNA pathways are stably inherited, leading to altered gene expression profiles in stress-response genes and enhanced drought tolerance in subsequent generations, even without direct exposure. This epigenetic 'memory' provides a mechanism for rapid, potentially reversible acclimatization to fluctuating environments, offering a significant advantage in unpredictable selective landscapes and contributing a layer of adaptive plasticity beyond conventional Mendelian inheritance.",1,models/gemini-2.5-flash,Evrim,Generated,Transgenerational Epigenetic Inheritance of Stress-Induced Phenotypes in Arabidopsis thaliana and its Evolutionary Implications
"The dynamic evolution of sex chromosomes, particularly the recurrent emergence of neo-sex chromosomes, offers a unique window into the genomic forces driving karyotype evolution and sexual dimorphism. This study employs comparative genomics and population genetics across Drosophila pseudoobscura and its sister species, which exhibit distinct neo-sex chromosome formations via X-autosome fusions. We characterize the gene content, rates of degeneration, and dosage compensation mechanisms on these recently formed sex chromosomes. Our findings reveal rapid gene loss and accumulation of transposable elements on the neo-Y chromosome, consistent with Muller's Ratchet and selection against recombination. Conversely, the neo-X exhibits evolving dosage compensation patterns, suggesting an adaptive response to gene imbalance. These analyses provide critical insights into the early stages of sex chromosome differentiation, highlighting the genomic instability inherent in this evolutionary transition and its profound consequences for species divergence and reproductive isolation.",1,models/gemini-2.5-flash,Evrim,Generated,Unraveling the Evolutionary Trajectories of Neo-Sex Chromosomes in Drosophila Species Complexes
"Adaptation to extreme environments often results in convergent phenotypic solutions, but the underlying molecular mechanisms can vary. This phylogenomic study investigates the parallel evolution of high-altitude hypoxia tolerance in two geographically distinct avian clades: Andean hummingbirds (Trochilidae) and Tibetan ground tits (Pseudopodoces humilis). Leveraging whole-genome sequences from multiple species within each clade, we performed genome-wide scans for positive selection and identified recurrent amino acid substitutions in genes associated with oxygen transport (e.g., HBA, EPAS1) and mitochondrial energy metabolism. While both lineages exhibit enhanced hemoglobin-oxygen binding affinity, the specific amino acid changes and the regulatory pathways involved show both shared and lineage-specific patterns of molecular convergence. These findings underscore the mosaic nature of adaptive evolution, where similar physiological challenges can be met through independent genetic pathways, revealing the probabilistic landscape of molecular evolution under strong selective pressures.",1,models/gemini-2.5-flash,Evrim,Generated,Convergent Evolution of High-Altitude Hypoxia Adaptation: A Phylogenomic Analysis Across Andean and Tibetan Avian Lineages
"Rapid anthropogenic climate change imposes intense selective pressures, necessitating swift adaptive responses in wild populations. This study investigates contemporary evolution in the boreal forest red squirrel (Tamiasciurus hudsonicus) over a 20-year period, correlating genomic shifts with localized climatic variables. Utilizing high-density SNP arrays from archived samples across multiple generations, we identify significant allele frequency shifts at numerous loci, many of which are associated with phenological traits such as reproductive timing and body mass regulation. Genes involved in lipid metabolism and thermoregulation exhibit strong signals of positive selection, consistent with an adaptive response to warmer, less predictable winters. However, we also detect evidence of increased genetic load and reduced effective population size in populations experiencing the most extreme climate velocities. These results provide compelling genomic evidence for ongoing adaptation to climate change but also highlight the evolutionary constraints and potential for maladaptation in vulnerable vertebrate populations.",1,models/gemini-2.5-flash,Evrim,Generated,Genomic Evidence for Contemporary Evolution in Response to Anthropogenic Climate Change in a Boreal Forest Vertebrate
"This study presents a novel computational framework for the automated derivation of Schenkerian structural levels (Ursatz, middleground) from symbolic musical data. We leverage an adaptive graph neural network (GNN) architecture, incorporating hierarchical attentional mechanisms to model voice-leading prolongations and reductions. The model is trained on a meticulously annotated corpus of common-practice period works, applying an adversarial learning paradigm to discriminate between theoretically valid and algorithmically generated reductions. Our methodology integrates pitch-class set theory, interval-class vectors, and rhythmic hierarchy as nodal features, enabling the GNN to discern structural salience beyond surface-level relationships. Validation against expert human analyses demonstrates a significant correlation (r > 0.85) in identifying fundamental melodic and harmonic progressions, offering a scalable tool for macro-structural musicological inquiry and hypothesis testing regarding tonal coherence.",1,models/gemini-2.5-flash,Müzik,Generated,Algorithmic Derivation of Ursatz and Middleground Structures in Tonal Repertoire via Adaptive Graph Neural Networks
"This research investigates the acoustical and psychoacoustical properties of microtonal harmonic aggregates found in contemporary xenharmonic compositions. Utilizing advanced spectral analysis techniques, including higher-order constant-Q transforms and phase vocoder resampling, we deconstruct complex microtonal sonorities into their constituent partials and estimate their corresponding fundamental frequencies within non-standard tuning systems. A perceptual model, based on psychoacoustic roughness and dissonance metrics (e.g., Sethares' partials-matching model), is then developed to quantify the sonic character of these aggregates, predicting listener preferences and stability judgments. Our findings demonstrate how subtle intervallic deviations from 12-TET significantly alter perceived consonance and harmonic tension, providing a computational basis for understanding and generating novel microtonal harmonic syntax. This work contributes to both computational musicology and the practice of microtonal composition.",1,models/gemini-2.5-flash,Müzik,Generated,Spectral Deconstruction and Perceptual Modeling of Microtonal Harmonic Aggregates in Xenharmonic Compositions
"This paper explores the intricate relationship between performer kinematic gestures and the resultant expressive timbral qualities in instrumental music. We employ a multi-modal data fusion strategy, integrating high-resolution motion capture data of instrumentalists with synchronized audio recordings. A convolutional autoencoder-decoder network is utilized to learn latent representations that encapsulate the coupling between specific gestural features (e.g., velocity, acceleration profiles, joint angles) and corresponding spectro-temporal characteristics (e.g., spectral centroid, flux, inharmonicity). Subsequent psychophysical experiments, employing semantic differential scaling, validate the perceptibility of timbral nuances linked to specific kinematic variations. Our findings elucidate the motor-acoustic invariants underlying expressive performance, offering insights for advanced synthesis control, intelligent musical agents, and a deeper understanding of embodied music cognition.",1,models/gemini-2.5-flash,Müzik,Generated,Kinematic-Acoustic Coupling: A Deep Learning Approach to Modeling the Embodied Production and Perception of Expressive Timbre
"We propose a novel hierarchical deep Bayesian source separation framework designed to concurrently isolate individual melodic voices in polyphonic audio and attribute their theoretical function within a tonal context. Leveraging a multi-task learning paradigm, our model incorporates a spectro-temporal masking network for signal separation, coupled with a transformer-based encoder for pitch-class and rhythmic pattern recognition. A subsequent inference engine, grounded in hidden Markov models and context-aware probabilistic grammars, assigns roles such as principal melody, bass line, or inner voice, along with local harmonic implications (e.g., tonic, dominant, subdominant). Evaluated against a corpus of Bach chorales, the system achieves state-of-the-art separation quality and robust theoretical annotations, paving the way for automated structural analysis of complex polyphony.",1,models/gemini-2.5-flash,Müzik,Generated,Hierarchical Deep Bayesian Source Separation for Thematic Voice Extraction and Tonal Function Attribution
"This research quantifies the perceptual salience of micro-rhythmic deviations (e.g., swing, rubato, groove perturbations) in musical performance using a combined information-theoretic and psychoacoustic modeling approach. We analyze timing deviations from metric grid points via Gaussian mixture models, extracting parameters such as asynchrony and phase lead/lag. The perceptual impact of these deviations is then evaluated using a model based on auditory grouping principles and entropy reduction, positing that salient deviations maximize informational content while maintaining metric coherence. Psychophysical experiments employing interval bisection and subjective 'groove' ratings validate the model's predictions. Our findings reveal thresholds of perceptibility for specific micro-timing phenomena and illuminate their role in establishing expressive timing, providing a foundation for understanding rhythmic agency and emotional communication in music.",1,models/gemini-2.5-flash,Müzik,Generated,Quantifying Perceptual Salience of Micro-Rhythmic Deviations through Information-Theoretic and Psychoacoustic Models
"This study introduces a novel framework for perceptually-driven granular synthesis, enabling intuitive control over complex sonic textures. We establish a robust mapping between high-level psychoacoustic descriptors (e.g., 'roughness', 'density', 'brightness', 'spatiality') and the high-dimensional parameter space of granular synthesis engines (e.g., grain duration, density, envelope, spatialization, pitch dispersion). A latent diffusion model, trained on a large corpus of granular textures annotated with perceptual attributes via crowdsourcing, learns to generate parameter sets conditioned on desired textural qualities. The model incorporates a bidirectional adversarial component to refine the synthesis parameters, ensuring acoustic fidelity to the target descriptors. This approach significantly reduces the control complexity of granular synthesis, facilitating novel sound design workflows and expressive real-time manipulation based on human perception.",1,models/gemini-2.5-flash,Müzik,Generated,Perceptually-Driven Granular Synthesis: Mapping Psychoacoustic Texture Descriptors to High-Dimensional Parameter Spaces via Latent Diffusion Models
"This paper presents a comprehensive computational model for species counterpoint in the Renaissance style, employing a constraint logic programming (CLP) paradigm. Our system formally encodes pedagogical rules for voice leading, intervallic relationships, rhythmic independence, and melodic contour as logical constraints, operating on symbolic musical data. The CLP framework allows for both the generative synthesis of multi-voice counterpoint conforming to specified species rules and the analytical validation of existing musical examples against these constraints. We demonstrate its application in generating first- through fourth-species examples, and in identifying rule violations in student exercises, providing both prescriptive and descriptive capabilities. This methodology offers a rigorous, transparent approach to formalizing music-theoretical principles, with implications for automated composition, pedagogical tools, and computational musicology.",1,models/gemini-2.5-flash,Müzik,Generated,Constraint Logic Programming for Generative Counterpoint and Species Analysis in the Renaissance Style
"This research presents a computational system for the automated analysis and re-orchestration of complex orchestral textures. We employ a hierarchical non-negative matrix factorization (NMF) approach combined with a deep autoencoder network to decompose polyphonic audio into instrument-specific timbral components, even in conditions of strong overlap and co-articulation. The autoencoder learns a latent representation of instrument timbres and their characteristic attacks/decays. Subsequently, a re-orchestration module, guided by a constraint satisfaction problem solver, synthesizes new timbral mixtures based on user-defined orchestrational principles (e.g., density, register distribution, blending vs. separation), while maintaining melodic and harmonic integrity. This framework offers a potent tool for musicologists studying orchestration practices and composers exploring novel timbral palettes within theoretical boundaries.",1,models/gemini-2.5-flash,Müzik,Generated,Multi-Instrumental Timbre Decomposition and Re-Orchestration using Non-Negative Matrix Factorization and Deep Autoencoders with Orchestrational Constraints
